Profile,State,Exempt,Description,Status,Category,Classification,Type
InstallShield Software,Monitor,False,Protect remote access accounts with encryption.,Compliant,Technical security,Preventive,Configuration
InstallShield Software,Monitor,False,Disallow remote users from copying files to remote devices.,Compliant,Technical security,Preventive,Technical Security
InstallShield Software,Monitor,False,Implement two-factor authentication techniques.,Compliant,Technical security,Preventive,Configuration
InstallShield Software,Monitor,True,Control remote access through a network access control.,Compliant,Technical security,Preventive,Technical Security
InstallShield Software,Monitor,False,Monitor and evaluate all remote access usage.,Compliant,Technical security,Detective,Monitor and Evaluate Occurrences
Palm,Monitor,False,Protect remote access accounts with encryption.,Compliant,Technical security,Preventive,Configuration
Palm,Monitor,False,Control all methods of remote access and teleworking.,Compliant,Technical security,Preventive,Technical Security
Palm,Monitor,False,Disallow remote users from copying files to remote devices.,Compliant,Technical security,Preventive,Technical Security
Palm,Monitor,False,Monitor and evaluate all remote access usage.,Compliant,Technical security,Detective,Monitor and Evaluate Occurrences
Palm,Monitor,False,Implement two-factor authentication techniques.,Compliant,Technical security,Preventive,Configuration
Palm,Monitor,True,Control remote access through a network access control.,Compliant,Technical security,Preventive,Technical Security
Google,Monitor,False,Protect remote access accounts with encryption.,Compliant,Technical security,Preventive,Configuration
Google,Monitor,False,Implement two-factor authentication techniques.,Compliant,Technical security,Preventive,Configuration
Google,Monitor,False,Disallow remote users from copying files to remote devices.,Compliant,Technical security,Preventive,Technical Security
Google,Monitor,False,Control all methods of remote access and teleworking.,Compliant,Technical security,Preventive,Technical Security
Google,Monitor,False,Monitor and evaluate all remote access usage.,Compliant,Technical security,Detective,Monitor and Evaluate Occurrences
Google,Monitor,False,Control remote access through a network access control.,Compliant,Technical security,Preventive,Technical Security
Sony,Monitor,False,Protect remote access accounts with encryption.,Compliant,Technical security,Preventive,Configuration
Sony,Monitor,False,Implement two-factor authentication techniques.,Compliant,Technical security,Preventive,Configuration
Sony,Monitor,False,Control all methods of remote access and teleworking.,Compliant,Technical security,Preventive,Technical Security
Sony,Monitor,False,Disallow remote users from copying files to remote devices.,Compliant,Technical security,Preventive,Technical Security
Sony,Monitor,False,Monitor and evaluate all remote access usage.,Compliant,Technical security,Detective,Monitor and Evaluate Occurrences
Sony,Monitor,False,Control remote access through a network access control.,Compliant,Technical security,Preventive,Technical Security
Intuit,Monitor,False,Protect remote access accounts with encryption.,Compliant,Technical security,Preventive,Configuration
Intuit,Monitor,False,Disallow remote users from copying files to remote devices.,Compliant,Technical security,Preventive,Technical Security
Intuit,Monitor,False,Implement two-factor authentication techniques.,Compliant,Technical security,Preventive,Configuration
Intuit,Monitor,False,Monitor and evaluate all remote access usage.,Compliant,Technical security,Detective,Monitor and Evaluate Occurrences
Intuit,Monitor,False,Control all methods of remote access and teleworking.,Compliant,Technical security,Preventive,Technical Security
Intuit,Monitor,True,Control remote access through a network access control.,Compliant,Technical security,Preventive,Technical Security
The Eclipse Foundation,Monitor,False,Protect remote access accounts with encryption.,Compliant,Technical security,Preventive,Configuration
The Eclipse Foundation,Monitor,False,Implement two-factor authentication techniques.,Compliant,Technical security,Preventive,Configuration
The Eclipse Foundation,Monitor,False,Disallow remote users from copying files to remote devices.,Compliant,Technical security,Preventive,Technical Security
The Eclipse Foundation,Monitor,False,Control all methods of remote access and teleworking.,Compliant,Technical security,Preventive,Technical Security
The Eclipse Foundation,Monitor,False,Monitor and evaluate all remote access usage.,Compliant,Technical security,Detective,Monitor and Evaluate Occurrences
The Eclipse Foundation,Monitor,False,Control remote access through a network access control.,Compliant,Technical security,Preventive,Technical Security
Intel,Monitor,False,Protect remote access accounts with encryption.,Compliant,Technical security,Preventive,Configuration
Intel,Monitor,False,Disallow remote users from copying files to remote devices.,Compliant,Technical security,Preventive,Technical Security
Intel,Monitor,False,Implement two-factor authentication techniques.,Compliant,Technical security,Preventive,Configuration
Intel,Monitor,False,Monitor and evaluate all remote access usage.,Compliant,Technical security,Detective,Monitor and Evaluate Occurrences
Intel,Monitor,False,Control all methods of remote access and teleworking.,Compliant,Technical security,Preventive,Technical Security
Intel,Monitor,False,Control remote access through a network access control.,Compliant,Technical security,Preventive,Technical Security
Logitech,Monitor,False,Protect remote access accounts with encryption.,Compliant,Technical security,Preventive,Configuration
Logitech,Monitor,False,Implement two-factor authentication techniques.,Compliant,Technical security,Preventive,Configuration
Logitech,Monitor,False,Disallow remote users from copying files to remote devices.,Compliant,Technical security,Preventive,Technical Security
Logitech,Monitor,False,Monitor and evaluate all remote access usage.,Compliant,Technical security,Detective,Monitor and Evaluate Occurrences
Logitech,Monitor,False,Control all methods of remote access and teleworking.,Compliant,Technical security,Preventive,Technical Security
Logitech,Monitor,False,Control remote access through a network access control.,Compliant,Technical security,Preventive,Technical Security
Sun Microsystems,Monitor,False,Protect remote access accounts with encryption.,Compliant,Technical security,Preventive,Configuration
Sun Microsystems,Monitor,False,Disallow remote users from copying files to remote devices.,Compliant,Technical security,Preventive,Technical Security
Sun Microsystems,Monitor,False,Implement two-factor authentication techniques.,Compliant,Technical security,Preventive,Configuration
Sun Microsystems,Monitor,False,Monitor and evaluate all remote access usage.,Compliant,Technical security,Detective,Monitor and Evaluate Occurrences
Sun Microsystems,Monitor,False,Control all methods of remote access and teleworking.,Compliant,Technical security,Preventive,Technical Security
Sun Microsystems,Monitor,False,Control remote access through a network access control.,Compliant,Technical security,Preventive,Technical Security
Yahoo!,Monitor,False,Protect remote access accounts with encryption.,Compliant,Technical security,Preventive,Configuration
Yahoo!,Monitor,False,Monitor and evaluate all remote access usage.,Compliant,Technical security,Detective,Monitor and Evaluate Occurrences
Yahoo!,Monitor,False,Implement two-factor authentication techniques.,Compliant,Technical security,Preventive,Configuration
Yahoo!,Monitor,False,Disallow remote users from copying files to remote devices.,Compliant,Technical security,Preventive,Technical Security
Yahoo!,Monitor,False,Control all methods of remote access and teleworking.,Compliant,Technical security,Preventive,Technical Security
Yahoo!,Monitor,False,Control remote access through a network access control.,Compliant,Technical security,Preventive,Technical Security
Linksys,Monitor,False,Monitor and evaluate all remote access usage.,Compliant,Technical security,Detective,Monitor and Evaluate Occurrences
Linksys,Monitor,False,Protect remote access accounts with encryption.,Compliant,Technical security,Preventive,Configuration
Linksys,Monitor,False,Disallow remote users from copying files to remote devices.,Compliant,Technical security,Preventive,Technical Security
Linksys,Monitor,False,Implement two-factor authentication techniques.,Compliant,Technical security,Preventive,Configuration
Linksys,Monitor,False,Control all methods of remote access and teleworking.,Compliant,Technical security,Preventive,Technical Security
Linksys,Monitor,False,Control remote access through a network access control.,Compliant,Technical security,Preventive,Technical Security
Acer,Monitor,False,Monitor and evaluate all remote access usage.,Compliant,Technical security,Detective,Monitor and Evaluate Occurrences
Acer,Monitor,False,Protect remote access accounts with encryption.,Compliant,Technical security,Preventive,Configuration
Acer,Monitor,False,Disallow remote users from copying files to remote devices.,Compliant,Technical security,Preventive,Technical Security
Acer,Monitor,False,Implement two-factor authentication techniques.,Compliant,Technical security,Preventive,Configuration
Acer,Monitor,False,Control all methods of remote access and teleworking.,Compliant,Technical security,Preventive,Technical Security
Acer,Monitor,False,Control remote access through a network access control.,Compliant,Technical security,Preventive,Technical Security
Bradbury,Monitor,False,Protect remote access accounts with encryption.,Compliant,Technical security,Preventive,Configuration
Bradbury,Monitor,False,Disallow remote users from copying files to remote devices.,Compliant,Technical security,Preventive,Technical Security
Bradbury,Monitor,False,Monitor and evaluate all remote access usage.,Compliant,Technical security,Detective,Monitor and Evaluate Occurrences
Bradbury,Monitor,False,Implement two-factor authentication techniques.,Compliant,Technical security,Preventive,Configuration
Bradbury,Monitor,False,Control all methods of remote access and teleworking.,Compliant,Technical security,Preventive,Technical Security
Bradbury,Monitor,False,Control remote access through a network access control.,Compliant,Technical security,Preventive,Technical Security
Eatsleepmusic.Com,Monitor,False,Protect remote access accounts with encryption.,Compliant,Technical security,Preventive,Configuration
Eatsleepmusic.Com,Monitor,False,Disallow remote users from copying files to remote devices.,Compliant,Technical security,Preventive,Technical Security
Eatsleepmusic.Com,Monitor,False,Monitor and evaluate all remote access usage.,Compliant,Technical security,Detective,Monitor and Evaluate Occurrences
Eatsleepmusic.Com,Monitor,False,Control all methods of remote access and teleworking.,Compliant,Technical security,Preventive,Technical Security
Eatsleepmusic.Com,Monitor,False,Implement two-factor authentication techniques.,Compliant,Technical security,Preventive,Configuration
Corsair,Monitor,False,Protect remote access accounts with encryption.,Compliant,Technical security,Preventive,Configuration
Eatsleepmusic.Com,Monitor,False,Control remote access through a network access control.,Compliant,Technical security,Preventive,Technical Security
Corsair,Monitor,False,Disallow remote users from copying files to remote devices.,Compliant,Technical security,Preventive,Technical Security
Corsair,Monitor,False,Control all methods of remote access and teleworking.,Compliant,Technical security,Preventive,Technical Security
Corsair,Monitor,False,Monitor and evaluate all remote access usage.,Compliant,Technical security,Detective,Monitor and Evaluate Occurrences
Corsair,Monitor,False,Implement two-factor authentication techniques.,Compliant,Technical security,Preventive,Configuration
Apache Software Foundation,Monitor,False,Protect remote access accounts with encryption.,Compliant,Technical security,Preventive,Configuration
Corsair,Monitor,False,Control remote access through a network access control.,Compliant,Technical security,Preventive,Technical Security
Apache Software Foundation,Monitor,False,Disallow remote users from copying files to remote devices.,Compliant,Technical security,Preventive,Technical Security
Apache Software Foundation,Monitor,False,Control all methods of remote access and teleworking.,Compliant,Technical security,Preventive,Technical Security
Apache Software Foundation,Monitor,False,Monitor and evaluate all remote access usage.,Compliant,Technical security,Detective,Monitor and Evaluate Occurrences
Apache Software Foundation,Monitor,False,Implement two-factor authentication techniques.,Compliant,Technical security,Preventive,Configuration
Dynex,Monitor,False,Protect remote access accounts with encryption.,Compliant,Technical security,Preventive,Configuration
Apache Software Foundation,Monitor,False,Control remote access through a network access control.,Compliant,Technical security,Preventive,Technical Security
Dynex,Monitor,False,Disallow remote users from copying files to remote devices.,Compliant,Technical security,Preventive,Technical Security
Dynex,Monitor,False,Control all methods of remote access and teleworking.,Compliant,Technical security,Preventive,Technical Security
Dynex,Monitor,False,Monitor and evaluate all remote access usage.,Compliant,Technical security,Detective,Monitor and Evaluate Occurrences
Dynex,Monitor,False,Implement two-factor authentication techniques.,Compliant,Technical security,Preventive,Configuration
Mozilla,Monitor,False,Protect remote access accounts with encryption.,Compliant,Technical security,Preventive,Configuration
Dynex,Monitor,False,Control remote access through a network access control.,Compliant,Technical security,Preventive,Technical Security
Mozilla,Monitor,False,Monitor and evaluate all remote access usage.,Compliant,Technical security,Detective,Monitor and Evaluate Occurrences
Mozilla,Monitor,False,Disallow remote users from copying files to remote devices.,Compliant,Technical security,Preventive,Technical Security
Mozilla,Monitor,False,Control all methods of remote access and teleworking.,Compliant,Technical security,Preventive,Technical Security
Mozilla,Monitor,False,Implement two-factor authentication techniques.,Compliant,Technical security,Preventive,Configuration
Altiris,Monitor,False,Protect remote access accounts with encryption.,Compliant,Technical security,Preventive,Configuration
Mozilla,Monitor,False,Control remote access through a network access control.,Compliant,Technical security,Preventive,Technical Security
Altiris,Monitor,False,Monitor and evaluate all remote access usage.,Compliant,Technical security,Detective,Monitor and Evaluate Occurrences
Altiris,Monitor,False,Control all methods of remote access and teleworking.,Compliant,Technical security,Preventive,Technical Security
Altiris,Monitor,False,Disallow remote users from copying files to remote devices.,Compliant,Technical security,Preventive,Technical Security
Altiris,Monitor,False,Implement two-factor authentication techniques.,Compliant,Technical security,Preventive,Configuration
Altiris,Monitor,False,Control remote access through a network access control.,Compliant,Technical security,Preventive,Technical Security
NVIDIA,Monitor,False,Protect remote access accounts with encryption.,Compliant,Technical security,Preventive,Configuration
NVIDIA,Monitor,False,Monitor and evaluate all remote access usage.,Compliant,Technical security,Detective,Monitor and Evaluate Occurrences
NVIDIA,Monitor,False,Control all methods of remote access and teleworking.,Compliant,Technical security,Preventive,Technical Security
NVIDIA,Monitor,False,Disallow remote users from copying files to remote devices.,Compliant,Technical security,Preventive,Technical Security
NVIDIA,Monitor,False,Implement two-factor authentication techniques.,Compliant,Technical security,Preventive,Configuration
Microsoft,Monitor,False,Protect remote access accounts with encryption.,Compliant,Technical security,Preventive,Configuration
NVIDIA,Monitor,False,Control remote access through a network access control.,Compliant,Technical security,Preventive,Technical Security
Microsoft,Monitor,False,Control all methods of remote access and teleworking.,Compliant,Technical security,Preventive,Technical Security
Microsoft,Monitor,False,Monitor and evaluate all remote access usage.,Compliant,Technical security,Detective,Monitor and Evaluate Occurrences
Microsoft,Monitor,False,Implement two-factor authentication techniques.,Compliant,Technical security,Preventive,Configuration
Microsoft,Monitor,False,Disallow remote users from copying files to remote devices.,Compliant,Technical security,Preventive,Technical Security
CyberRAID™,Monitor,False,Protect remote access accounts with encryption.,Compliant,Technical security,Preventive,Configuration
Microsoft,Monitor,False,Control remote access through a network access control.,Compliant,Technical security,Preventive,Technical Security
CyberRAID™,Monitor,False,Monitor and evaluate all remote access usage.,Compliant,Technical security,Detective,Monitor and Evaluate Occurrences
CyberRAID™,Monitor,False,Control all methods of remote access and teleworking.,Compliant,Technical security,Preventive,Technical Security
CyberRAID™,Monitor,False,Implement two-factor authentication techniques.,Compliant,Technical security,Preventive,Configuration
CyberRAID™,Monitor,False,Disallow remote users from copying files to remote devices.,Compliant,Technical security,Preventive,Technical Security
Adtran,Monitor,False,Protect remote access accounts with encryption.,Compliant,Technical security,Preventive,Configuration
CyberRAID™,Monitor,False,Control remote access through a network access control.,Compliant,Technical security,Preventive,Technical Security
Adtran,Monitor,False,Control all methods of remote access and teleworking.,Compliant,Technical security,Preventive,Technical Security
Adtran,Monitor,False,Monitor and evaluate all remote access usage.,Compliant,Technical security,Detective,Monitor and Evaluate Occurrences
Adtran,Monitor,False,Implement two-factor authentication techniques.,Compliant,Technical security,Preventive,Configuration
Adtran,Monitor,False,Disallow remote users from copying files to remote devices.,Compliant,Technical security,Preventive,Technical Security
In Focus Systems,Monitor,False,Protect remote access accounts with encryption.,Compliant,Technical security,Preventive,Configuration
Adtran,Monitor,False,Control remote access through a network access control.,Compliant,Technical security,Preventive,Technical Security
In Focus Systems,Monitor,False,Control all methods of remote access and teleworking.,Compliant,Technical security,Preventive,Technical Security
In Focus Systems,Monitor,False,Monitor and evaluate all remote access usage.,Compliant,Technical security,Detective,Monitor and Evaluate Occurrences
In Focus Systems,Monitor,False,Disallow remote users from copying files to remote devices.,Compliant,Technical security,Preventive,Technical Security
In Focus Systems,Monitor,False,Implement two-factor authentication techniques.,Compliant,Technical security,Preventive,Configuration
Macromedia,Monitor,False,Protect remote access accounts with encryption.,Compliant,Technical security,Preventive,Configuration
In Focus Systems,Monitor,False,Control remote access through a network access control.,Compliant,Technical security,Preventive,Technical Security
Macromedia,Monitor,False,Monitor and evaluate all remote access usage.,Compliant,Technical security,Detective,Monitor and Evaluate Occurrences
Macromedia,Monitor,False,Control all methods of remote access and teleworking.,Compliant,Technical security,Preventive,Technical Security
Macromedia,Monitor,False,Disallow remote users from copying files to remote devices.,Compliant,Technical security,Preventive,Technical Security
Macromedia,Monitor,False,Implement two-factor authentication techniques.,Compliant,Technical security,Preventive,Configuration
SAP America,Monitor,False,Protect remote access accounts with encryption.,Compliant,Technical security,Preventive,Configuration
Macromedia,Monitor,False,Control remote access through a network access control.,Compliant,Technical security,Preventive,Technical Security
SAP America,Monitor,False,Control all methods of remote access and teleworking.,Compliant,Technical security,Preventive,Technical Security
SAP America,Monitor,False,Monitor and evaluate all remote access usage.,Compliant,Technical security,Detective,Monitor and Evaluate Occurrences
SAP America,Monitor,False,Disallow remote users from copying files to remote devices.,Compliant,Technical security,Preventive,Technical Security
SAP America,Monitor,False,Implement two-factor authentication techniques.,Compliant,Technical security,Preventive,Configuration
SAP America,Monitor,False,Control remote access through a network access control.,Compliant,Technical security,Preventive,Technical Security
Creative Labs,Monitor,False,Protect remote access accounts with encryption.,Compliant,Technical security,Preventive,Configuration
Creative Labs,Monitor,False,Monitor and evaluate all remote access usage.,Compliant,Technical security,Detective,Monitor and Evaluate Occurrences
Creative Labs,Monitor,False,Control all methods of remote access and teleworking.,Compliant,Technical security,Preventive,Technical Security
Creative Labs,Monitor,False,Disallow remote users from copying files to remote devices.,Compliant,Technical security,Preventive,Technical Security
Creative Labs,Monitor,False,Implement two-factor authentication techniques.,Compliant,Technical security,Preventive,Configuration
Creative Labs,Monitor,False,Control remote access through a network access control.,Compliant,Technical security,Preventive,Technical Security
"CoreLogic, Inc.",Monitor,False,Monitor and evaluate all remote access usage.,Compliant,Technical security,Detective,Monitor and Evaluate Occurrences
"CoreLogic, Inc.",Monitor,False,Protect remote access accounts with encryption.,Compliant,Technical security,Preventive,Configuration
"CoreLogic, Inc.",Monitor,False,Control all methods of remote access and teleworking.,Compliant,Technical security,Preventive,Technical Security
"CoreLogic, Inc.",Monitor,False,Disallow remote users from copying files to remote devices.,Compliant,Technical security,Preventive,Technical Security
"CoreLogic, Inc.",Monitor,False,Implement two-factor authentication techniques.,Compliant,Technical security,Preventive,Configuration
Lucasarts Entertainment,Monitor,False,Monitor and evaluate all remote access usage.,Compliant,Technical security,Detective,Monitor and Evaluate Occurrences
"CoreLogic, Inc.",Monitor,False,Control remote access through a network access control.,Compliant,Technical security,Preventive,Technical Security
Lucasarts Entertainment,Monitor,False,Control all methods of remote access and teleworking.,Compliant,Technical security,Preventive,Technical Security
Lucasarts Entertainment,Monitor,False,Protect remote access accounts with encryption.,Compliant,Technical security,Preventive,Configuration
Lucasarts Entertainment,Monitor,False,Disallow remote users from copying files to remote devices.,Compliant,Technical security,Preventive,Technical Security
Lucasarts Entertainment,Monitor,False,Implement two-factor authentication techniques.,Compliant,Technical security,Preventive,Configuration
AT&T,Monitor,False,Monitor and evaluate all remote access usage.,Compliant,Technical security,Detective,Monitor and Evaluate Occurrences
Lucasarts Entertainment,Monitor,False,Control remote access through a network access control.,Compliant,Technical security,Preventive,Technical Security
AT&T,Monitor,False,Protect remote access accounts with encryption.,Compliant,Technical security,Preventive,Configuration
AT&T,Monitor,False,Control all methods of remote access and teleworking.,Compliant,Technical security,Preventive,Technical Security
AT&T,Monitor,False,Disallow remote users from copying files to remote devices.,Compliant,Technical security,Preventive,Technical Security
AT&T,Monitor,False,Implement two-factor authentication techniques.,Compliant,Technical security,Preventive,Configuration
AT&T,Monitor,False,Control remote access through a network access control.,Compliant,Technical security,Preventive,Technical Security
Puma,Monitor,False,Monitor and evaluate all remote access usage.,Compliant,Technical security,Detective,Monitor and Evaluate Occurrences
Puma,Monitor,False,Control all methods of remote access and teleworking.,Compliant,Technical security,Preventive,Technical Security
Puma,Monitor,False,Protect remote access accounts with encryption.,Compliant,Technical security,Preventive,Configuration
Puma,Monitor,False,Disallow remote users from copying files to remote devices.,Compliant,Technical security,Preventive,Technical Security
Puma,Monitor,False,Control remote access through a network access control.,Compliant,Technical security,Preventive,Technical Security
SpyBot,Monitor,False,Monitor and evaluate all remote access usage.,Compliant,Technical security,Detective,Monitor and Evaluate Occurrences
Puma,Monitor,False,Implement two-factor authentication techniques.,Compliant,Technical security,Preventive,Configuration
SpyBot,Monitor,False,Control all methods of remote access and teleworking.,Compliant,Technical security,Preventive,Technical Security
SpyBot,Monitor,False,Protect remote access accounts with encryption.,Compliant,Technical security,Preventive,Configuration
SpyBot,Monitor,False,Disallow remote users from copying files to remote devices.,Compliant,Technical security,Preventive,Technical Security
SpyBot,Monitor,False,Control remote access through a network access control.,Compliant,Technical security,Preventive,Technical Security
Kodak,Monitor,False,Monitor and evaluate all remote access usage.,Compliant,Technical security,Detective,Monitor and Evaluate Occurrences
SpyBot,Monitor,False,Implement two-factor authentication techniques.,Compliant,Technical security,Preventive,Configuration
Kodak,Monitor,False,Control all methods of remote access and teleworking.,Compliant,Technical security,Preventive,Technical Security
Kodak,Monitor,False,Protect remote access accounts with encryption.,Compliant,Technical security,Preventive,Configuration
Kodak,Monitor,False,Disallow remote users from copying files to remote devices.,Compliant,Technical security,Preventive,Technical Security
Kodak,Monitor,False,Implement two-factor authentication techniques.,Compliant,Technical security,Preventive,Configuration
Kodak,Monitor,False,Control remote access through a network access control.,Compliant,Technical security,Preventive,Technical Security
Seagate,Monitor,False,Monitor and evaluate all remote access usage.,Compliant,Technical security,Detective,Monitor and Evaluate Occurrences
Seagate,Monitor,False,Protect remote access accounts with encryption.,Compliant,Technical security,Preventive,Configuration
Seagate,Monitor,False,Control all methods of remote access and teleworking.,Compliant,Technical security,Preventive,Technical Security
Seagate,Monitor,False,Disallow remote users from copying files to remote devices.,Compliant,Technical security,Preventive,Technical Security
Seagate,Monitor,False,Implement two-factor authentication techniques.,Compliant,Technical security,Preventive,Configuration
Visio,Monitor,False,Monitor and evaluate all remote access usage.,Compliant,Technical security,Detective,Monitor and Evaluate Occurrences
Seagate,Monitor,False,Control remote access through a network access control.,Compliant,Technical security,Preventive,Technical Security
Visio,Monitor,False,Protect remote access accounts with encryption.,Compliant,Technical security,Preventive,Configuration
Visio,Monitor,False,Control all methods of remote access and teleworking.,Compliant,Technical security,Preventive,Technical Security
Visio,Monitor,False,Disallow remote users from copying files to remote devices.,Compliant,Technical security,Preventive,Technical Security
Visio,Monitor,False,Implement two-factor authentication techniques.,Compliant,Technical security,Preventive,Configuration
Oracle,Monitor,False,Monitor and evaluate all remote access usage.,Compliant,Technical security,Detective,Monitor and Evaluate Occurrences
Visio,Monitor,False,Control remote access through a network access control.,Compliant,Technical security,Preventive,Technical Security
Oracle,Monitor,False,Protect remote access accounts with encryption.,Compliant,Technical security,Preventive,Configuration
Oracle,Monitor,False,Disallow remote users from copying files to remote devices.,Compliant,Technical security,Preventive,Technical Security
Oracle,Monitor,False,Control all methods of remote access and teleworking.,Compliant,Technical security,Preventive,Technical Security
Oracle,Monitor,False,Implement two-factor authentication techniques.,Compliant,Technical security,Preventive,Configuration
Roxio,Monitor,False,Monitor and evaluate all remote access usage.,Compliant,Technical security,Detective,Monitor and Evaluate Occurrences
Oracle,Monitor,False,Control remote access through a network access control.,Compliant,Technical security,Preventive,Technical Security
Roxio,Monitor,False,Protect remote access accounts with encryption.,Compliant,Technical security,Preventive,Configuration
Roxio,Monitor,False,Control all methods of remote access and teleworking.,Compliant,Technical security,Preventive,Technical Security
Roxio,Monitor,False,Disallow remote users from copying files to remote devices.,Compliant,Technical security,Preventive,Technical Security
Roxio,Monitor,False,Implement two-factor authentication techniques.,Compliant,Technical security,Preventive,Configuration
Cyberlink,Monitor,False,Monitor and evaluate all remote access usage.,Compliant,Technical security,Detective,Monitor and Evaluate Occurrences
Roxio,Monitor,False,Control remote access through a network access control.,Compliant,Technical security,Preventive,Technical Security
Cyberlink,Monitor,False,Protect remote access accounts with encryption.,Compliant,Technical security,Preventive,Configuration
Cyberlink,Monitor,False,Disallow remote users from copying files to remote devices.,Compliant,Technical security,Preventive,Technical Security
Cyberlink,Monitor,False,Control all methods of remote access and teleworking.,Compliant,Technical security,Preventive,Technical Security
Cyberlink,Monitor,False,Implement two-factor authentication techniques.,Compliant,Technical security,Preventive,Configuration
Cyberlink,Monitor,False,Control remote access through a network access control.,Compliant,Technical security,Preventive,Technical Security
Transcend,Monitor,False,Disallow remote users from copying files to remote devices.,Compliant,Technical security,Preventive,Technical Security
Transcend,Monitor,False,Control all methods of remote access and teleworking.,Compliant,Technical security,Preventive,Technical Security
Transcend,Monitor,False,Monitor and evaluate all remote access usage.,Compliant,Technical security,Detective,Monitor and Evaluate Occurrences
Transcend,Monitor,False,Protect remote access accounts with encryption.,Compliant,Technical security,Preventive,Configuration
Transcend,Monitor,False,Implement two-factor authentication techniques.,Compliant,Technical security,Preventive,Configuration
Transcend,Monitor,False,Control remote access through a network access control.,Compliant,Technical security,Preventive,Technical Security
RealNetworks,Monitor,False,Disallow remote users from copying files to remote devices.,Compliant,Technical security,Preventive,Technical Security
RealNetworks,Monitor,False,Control all methods of remote access and teleworking.,Compliant,Technical security,Preventive,Technical Security
RealNetworks,Monitor,False,Protect remote access accounts with encryption.,Compliant,Technical security,Preventive,Configuration
RealNetworks,Monitor,False,Monitor and evaluate all remote access usage.,Compliant,Technical security,Detective,Monitor and Evaluate Occurrences
RealNetworks,Monitor,False,Implement two-factor authentication techniques.,Compliant,Technical security,Preventive,Configuration
RealNetworks,Monitor,False,Control remote access through a network access control.,Compliant,Technical security,Preventive,Technical Security
Citrix Systems,Monitor,False,Disallow remote users from copying files to remote devices.,Compliant,Technical security,Preventive,Technical Security
Citrix Systems,Monitor,False,Control all methods of remote access and teleworking.,Compliant,Technical security,Preventive,Technical Security
Citrix Systems,Monitor,False,Protect remote access accounts with encryption.,Compliant,Technical security,Preventive,Configuration
Citrix Systems,Monitor,False,Monitor and evaluate all remote access usage.,Compliant,Technical security,Detective,Monitor and Evaluate Occurrences
Citrix Systems,Monitor,False,Control remote access through a network access control.,Compliant,Technical security,Preventive,Technical Security
Citrix Systems,Monitor,False,Implement two-factor authentication techniques.,Compliant,Technical security,Preventive,Configuration
Symantec,Monitor,False,Control all methods of remote access and teleworking.,Compliant,Technical security,Preventive,Technical Security
Symantec,Monitor,False,Disallow remote users from copying files to remote devices.,Compliant,Technical security,Preventive,Technical Security
Symantec,Monitor,False,Protect remote access accounts with encryption.,Compliant,Technical security,Preventive,Configuration
Symantec,Monitor,False,Control remote access through a network access control.,Compliant,Technical security,Preventive,Technical Security
Symantec,Monitor,False,Monitor and evaluate all remote access usage.,Compliant,Technical security,Detective,Monitor and Evaluate Occurrences
Symantec,Monitor,False,Implement two-factor authentication techniques.,Compliant,Technical security,Preventive,Configuration
America Online,Monitor,False,Control all methods of remote access and teleworking.,Compliant,Technical security,Preventive,Technical Security
America Online,Monitor,False,Protect remote access accounts with encryption.,Compliant,Technical security,Preventive,Configuration
America Online,Monitor,False,Disallow remote users from copying files to remote devices.,Compliant,Technical security,Preventive,Technical Security
America Online,Monitor,False,Control remote access through a network access control.,Compliant,Technical security,Preventive,Technical Security
America Online,Monitor,False,Implement two-factor authentication techniques.,Compliant,Technical security,Preventive,Configuration
America Online,Monitor,False,Monitor and evaluate all remote access usage.,Compliant,Technical security,Detective,Monitor and Evaluate Occurrences
Winzip Computing,Monitor,False,Control all methods of remote access and teleworking.,Compliant,Technical security,Preventive,Technical Security
Winzip Computing,Monitor,False,Disallow remote users from copying files to remote devices.,Compliant,Technical security,Preventive,Technical Security
Winzip Computing,Monitor,False,Protect remote access accounts with encryption.,Compliant,Technical security,Preventive,Configuration
Winzip Computing,Monitor,False,Control remote access through a network access control.,Compliant,Technical security,Preventive,Technical Security
Winzip Computing,Monitor,False,Monitor and evaluate all remote access usage.,Compliant,Technical security,Detective,Monitor and Evaluate Occurrences
Winzip Computing,Monitor,False,Implement two-factor authentication techniques.,Compliant,Technical security,Preventive,Configuration
Disney,Monitor,False,Control all methods of remote access and teleworking.,Compliant,Technical security,Preventive,Technical Security
Disney,Monitor,False,Protect remote access accounts with encryption.,Compliant,Technical security,Preventive,Configuration
Disney,Monitor,False,Disallow remote users from copying files to remote devices.,Compliant,Technical security,Preventive,Technical Security
Disney,Monitor,False,Control remote access through a network access control.,Compliant,Technical security,Preventive,Technical Security
Disney,Monitor,False,Monitor and evaluate all remote access usage.,Compliant,Technical security,Detective,Monitor and Evaluate Occurrences
Disney,Monitor,False,Implement two-factor authentication techniques.,Compliant,Technical security,Preventive,Configuration
Backweb,Monitor,False,Control all methods of remote access and teleworking.,Compliant,Technical security,Preventive,Technical Security
Backweb,Monitor,False,Protect remote access accounts with encryption.,Compliant,Technical security,Preventive,Configuration
Backweb,Monitor,False,Control remote access through a network access control.,Compliant,Technical security,Preventive,Technical Security
Backweb,Monitor,False,Implement two-factor authentication techniques.,Compliant,Technical security,Preventive,Configuration
Backweb,Monitor,False,Monitor and evaluate all remote access usage.,Compliant,Technical security,Detective,Monitor and Evaluate Occurrences
